plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
2 10 6 dOeL 1177.580 873.450 0 5 1177.600 776.700 1219.400 800.800 1135.600 946.100 1093.800 921.900 1093.800 825.000 1177.600 776.700 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 10 0 False 2 2.400 0 36.566 0 210060 210060 0 1 1 PP0(CE-)L2/C01_FO_1_2 None A None PP1(CE-)5_FO_1_17 None Ap None PPFO(CE-)X5_1 DAQ_1_1
3 1 2 dIe -0.002 295.096 4 5 -83.770 343.506 -83.830 321.602 83.817 321.575 83.790 343.529 0.046 391.879 -83.770 343.506 0.000 0.000 2 6.031 7.000 2.204 3.000 2.204 3.000 101 0 False 3 3.600 0 90.000 1 301020 301021 5 2 2 PP0(CE-)L3/C02_FO_1_3 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 1 3 FI -83.822 440.277 5 6 0.046 391.879 -0.057 488.702 -83.888 537.102 -167.617 488.679 -167.688 391.956 -83.857 343.556 0.046 391.879 2 9.890 11.000 3.424 4.000 4.319 5.000 102 0 False 6 7.200 0 100.779 1 301030 301031 4 2 2 PP0(CE-)L3/C02_FO_1_3 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 1 4 FI -167.633 585.452 5 6 -83.888 537.102 -83.817 633.825 -167.648 682.225 -251.464 633.852 -251.448 537.079 -167.617 488.679 -83.888 537.102 2 6.486 7.000 2.298 3.000 2.495 3.000 102 0 False 6 7.200 0 105.978 1 301040 301041 4 2 2 PP0(CE-)L3/C02_FO_1_3 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 1 5 FI -251.461 730.637 5 6 -167.648 682.225 -167.664 778.998 -251.495 827.398 -335.311 779.025 -335.295 682.252 -251.464 633.852 -167.648 682.225 2 4.708 5.000 1.688 2.000 1.723 2.000 102 0 True 6 7.200 0 108.992 1 301050 301051 4 2 2 PP0(CE-)L3/C02_FO_1_3 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 1 6 FM -335.280 875.817 2 6 -251.495 827.398 -251.461 924.257 -335.292 972.657 -419.071 924.148 -419.142 827.425 -335.311 779.025 -251.495 827.398 2 3.727 4.000 1.066 2.000 1.060 2.000 104 1 False 3 3.600 0 110.948 0 301060 301060 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 1 7 FO -419.100 1020.998 5 6 -335.292 972.657 -335.221 1069.380 -419.139 1117.830 -502.868 1069.407 -502.989 972.598 -419.071 924.148 -335.292 972.657 2 2.955 4.000 0.835 1.000 0.808 1.000 104 1 False 3 3.600 0 112.317 0 301070 301070 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 1 8 FO -502.919 1166.178 5 6 -419.139 1117.830 -419.068 1214.553 -502.899 1262.953 -586.715 1214.580 -586.699 1117.807 -502.868 1069.407 -419.139 1117.830 2 2.485 3.000 0.657 1.000 0.637 1.000 104 0 True 3 3.600 0 113.328 0 301080 301080 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 1 9 aOeT -586.739 1311.358 3 4 -502.915 1359.726 -670.546 1262.980 -586.715 1214.580 -502.899 1262.953 -502.915 1359.726 0.000 0.000 0.000 0.000 2 1.563 2.000 0.413 1.000 0.413 1.000 104 0 False 3 3.600 0 114.105 0 301090 301090 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 2 0 gIe 339.380 2.370 3 6 339.400 99.200 320.400 88.200 320.400 -83.500 339.400 -94.400 423.200 -46.000 423.200 50.800 339.400 99.200 1 9.066 10.000 4.044 5.000 4.044 5.000 0 0 False 6 7.200 0 0.400 1 302000 302001 4 2 2 PP0(CE-)L3/C01_FO_1_2 PP0(CE-)L3/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 2 1 dIe 255.560 147.550 3 5 255.600 244.300 236.600 233.400 320.400 88.200 339.400 99.200 339.400 195.900 255.600 244.300 0.000 0.000 1 6.031 7.000 2.204 3.000 2.204 3.000 1 0 False 3 3.600 0 30.000 1 302010 302011 5 2 2 PP0(CE-)L3/C01_FO_1_3 PP0(CE-)L3/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 2 2 gIe 167.638 295.097 4 6 83.790 343.529 83.817 321.575 232.513 235.725 251.453 246.729 251.437 343.502 167.606 391.902 83.790 343.529 2 9.066 10.000 4.044 5.000 4.044 5.000 100 0 False 6 7.200 0 60.400 1 302020 302021 4 2 2 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 2 3 FI 83.818 440.277 4 6 167.693 391.852 167.590 488.675 83.846 537.025 -0.057 488.702 0.046 391.879 83.790 343.529 167.693 391.852 2 9.925 11.000 3.424 4.000 4.318 5.000 101 0 False 6 7.200 0 79.221 1 302030 302031 5 2 2 PP0(CE-)L3/C02_FO_1_3 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 2 4 FI -0.002 585.457 4 6 83.846 537.025 83.743 633.848 -0.088 682.248 -83.817 633.825 -83.888 537.102 -0.057 488.702 83.846 537.025 2 6.872 7.000 2.426 3.000 2.680 3.000 103 0 False 6 7.200 0 90.000 1 302040 302041 3 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 2 5 FI -83.813 730.632 4 6 -0.088 682.248 0.033 779.057 -83.798 827.457 -167.664 778.998 -167.648 682.225 -83.817 633.825 -0.088 682.248 2 5.018 6.000 1.797 2.000 1.850 2.000 103 0 False 6 7.200 0 96.544 1 302050 302051 3 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 2 6 FM -167.641 875.818 5 6 -83.798 827.457 -83.814 924.230 -167.645 972.630 -251.461 924.257 -251.495 827.398 -167.664 778.998 -83.798 827.457 2 4.044 5.000 1.158 2.000 1.159 2.000 105 1 False 3 3.600 0 100.836 0 302060 302060 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 2 7 FO -251.460 1020.998 5 6 -167.645 972.630 -167.661 1069.403 -251.492 1117.803 -335.221 1069.380 -335.292 972.657 -251.461 924.257 -167.645 972.630 2 3.252 4.000 0.897 1.000 0.869 1.000 105 1 False 3 3.600 0 103.836 0 302070 302070 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 2 8 FO -335.280 1166.178 5 6 -251.492 1117.803 -251.421 1214.526 -335.339 1262.976 -419.068 1214.553 -419.139 1117.830 -335.221 1069.380 -251.492 1117.803 2 2.711 3.000 0.722 1.000 0.697 1.000 105 0 True 3 3.600 0 106.040 0 302080 302080 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 2 9 FOe -419.099 1311.358 5 6 -335.339 1262.976 -335.268 1359.699 -419.099 1408.099 -502.915 1359.726 -502.899 1262.953 -419.068 1214.553 -335.339 1262.976 2 1.899 2.000 0.642 1.000 0.642 1.000 105 0 False 3 3.600 0 107.723 0 302090 302090 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 3 0 FI 507.020 2.370 3 6 507.000 -94.400 590.800 -46.000 590.800 50.700 507.000 99.200 423.200 50.700 423.200 -46.000 507.000 -94.400 1 8.317 9.000 2.957 4.000 3.476 4.000 0 0 False 6 7.200 0 0.268 1 303000 303001 4 2 2 PP0(CE-)L3/C01_FO_1_2 PP0(CE-)L3/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 3 1 FI 423.200 147.550 3 6 423.200 50.700 507.000 99.200 507.000 195.900 423.200 244.400 339.400 195.900 339.400 99.200 423.200 50.700 1 9.925 11.000 3.424 4.000 4.318 5.000 1 0 False 6 7.200 0 19.221 1 303010 303011 5 2 2 PP0(CE-)L3/C01_FO_1_3 PP0(CE-)L3/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 3 2 FI 339.380 292.730 4 6 339.400 195.900 423.200 244.400 423.200 341.200 339.400 389.500 255.600 341.200 255.600 244.400 339.400 195.900 1 9.890 11.000 3.424 4.000 4.319 5.000 2 0 False 6 7.200 0 40.779 1 303020 303021 4 2 2 PP0(CE-)L3/C01_FO_1_3 PP0(CE-)L3/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 3 3 FI 251.458 440.277 4 6 335.253 391.875 335.237 488.648 251.493 536.998 167.590 488.675 167.693 391.852 251.437 343.502 335.253 391.875 2 8.317 9.000 2.957 4.000 3.476 4.000 100 0 False 6 7.200 0 60.268 1 303030 303031 4 2 2 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 3 4 FI 167.638 585.457 4 6 251.493 536.998 251.440 633.907 167.696 682.257 83.743 633.848 83.846 537.025 167.590 488.675 251.493 536.998 2 6.464 7.000 2.293 3.000 2.489 3.000 101 0 False 6 7.200 0 74.022 1 303040 303041 5 2 2 PP0(CE-)L3/C02_FO_1_3 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 3 5 FI 83.818 730.638 4 6 167.696 682.257 167.593 779.080 83.762 827.480 0.033 779.057 -0.088 682.248 83.743 633.848 167.696 682.257 2 4.998 6.000 1.798 2.000 1.850 2.000 103 0 True 6 7.200 0 83.456 1 303050 303051 3 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 3 6 FM 0.007 875.813 5 6 83.762 827.480 83.833 924.203 0.002 972.603 -83.814 924.230 -83.798 827.457 0.033 779.057 83.762 827.480 2 4.160 5.000 1.196 2.000 1.201 2.000 111 1 False 3 3.600 0 90.000 0 303060 303060 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 3 7 FO -83.821 1020.998 5 6 0.002 972.603 -0.014 1069.376 -83.845 1117.776 -167.661 1069.403 -167.645 972.630 -83.814 924.230 0.002 972.603 2 3.374 4.000 0.935 1.000 0.907 1.000 111 0 True 3 3.600 0 94.693 0 303070 303070 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 3 8 FO -167.640 1166.178 5 6 -83.845 1117.776 -83.861 1214.549 -167.692 1262.949 -251.421 1214.526 -251.492 1117.803 -167.661 1069.403 -83.845 1117.776 2 2.699 3.000 0.755 1.000 0.729 1.000 112 1 False 3 3.600 0 98.180 0 303080 303080 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 3 9 FO -251.465 1311.350 5 6 -167.692 1262.949 -167.571 1359.759 -251.489 1408.209 -335.268 1359.699 -335.339 1262.976 -251.421 1214.526 -167.692 1262.949 2 2.081 3.000 0.584 1.000 0.571 1.000 112 0 True 3 3.600 0 100.855 0 303090 303090 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 3 10 aOeT -335.279 1456.539 2 4 -251.418 1504.932 -419.099 1408.099 -335.268 1359.699 -251.489 1408.209 -251.418 1504.932 0.000 0.000 0.000 0.000 2 1.139 2.000 0.243 1.000 0.243 1.000 112 0 False 3 3.600 0 102.963 0 303100 303100 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 4 0 FI 674.660 2.370 3 6 674.700 -94.400 758.500 -46.000 758.500 50.700 674.700 99.200 590.800 50.700 590.800 -46.000 674.700 -94.400 1 5.636 6.000 2.005 3.000 2.103 3.000 0 0 True 6 7.200 0 0.201 1 304000 304001 4 2 2 PP0(CE-)L3/C01_FO_1_2 PP0(CE-)L3/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 4 1 FI 590.840 147.550 3 6 590.800 50.700 674.700 99.200 674.700 195.900 590.800 244.400 507.000 195.900 507.000 99.200 590.800 50.700 1 6.464 7.000 2.293 3.000 2.489 3.000 1 0 False 6 7.200 0 14.022 1 304010 304011 5 2 2 PP0(CE-)L3/C01_FO_1_3 PP0(CE-)L3/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 4 2 FI 507.020 292.730 3 6 507.000 195.900 590.800 244.400 590.800 341.200 507.000 389.500 423.200 341.200 423.200 244.400 507.000 195.900 1 6.872 7.000 2.426 3.000 2.680 3.000 3 0 False 6 7.200 0 30.000 1 304020 304021 3 1 1 PP0(CE-)L3/C01_FO_1_1 PP0(CE-)L3/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 4 3 FI 423.200 437.900 4 6 423.200 341.200 507.000 389.500 507.000 486.300 423.200 534.700 339.400 486.300 339.400 389.500 423.200 341.200 1 6.486 7.000 2.298 3.000 2.495 3.000 2 0 False 6 7.200 0 45.978 1 304030 304031 4 2 2 PP0(CE-)L3/C01_FO_1_3 PP0(CE-)L3/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 4 4 FI 335.278 585.458 4 6 419.103 537.107 419.087 633.880 335.343 682.230 251.440 633.907 251.493 536.998 335.237 488.648 419.103 537.107 2 5.636 6.000 2.005 3.000 2.103 3.000 100 0 True 6 7.200 0 60.201 1 304040 304041 4 2 2 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 4 5 FI 251.458 730.638 4 6 335.343 682.230 335.240 779.053 251.496 827.403 167.593 779.080 167.696 682.257 251.440 633.907 335.343 682.230 2 4.711 5.000 1.688 2.000 1.723 2.000 101 0 True 6 7.200 0 71.008 1 304050 304051 5 2 2 PP0(CE-)L3/C02_FO_1_3 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 4 6 FM 167.638 875.818 1 6 251.496 827.403 251.393 924.226 167.562 972.626 83.833 924.203 83.762 827.480 167.593 779.080 251.496 827.403 2 4.014 5.000 1.157 2.000 1.158 2.000 106 0 False 3 3.600 0 79.164 0 304060 304060 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 4 7 FO 83.827 1020.993 1 6 167.562 972.626 167.633 1069.349 83.802 1117.749 -0.014 1069.376 0.002 972.603 83.833 924.203 167.562 972.626 2 3.403 4.000 0.934 1.000 0.906 1.000 109 0 False 3 3.600 0 85.306 0 304070 304070 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 4 8 FO -0.006 1166.170 1 6 83.802 1117.749 83.836 1214.609 0.005 1263.009 -83.861 1214.549 -83.845 1117.776 -0.014 1069.376 83.802 1117.749 2 2.736 3.000 0.767 1.000 0.742 1.000 110 0 True 3 3.600 0 90.000 0 304080 304080 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 4 9 FO -83.820 1311.359 5 6 0.005 1263.009 -0.011 1359.782 -83.842 1408.182 -167.571 1359.759 -167.692 1262.949 -83.861 1214.549 0.005 1263.009 2 2.235 3.000 0.610 1.000 0.595 1.000 110 0 False 3 3.600 0 93.657 0 304090 304090 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 4 10 bOeRL -167.640 1456.539 2 5 -83.771 1504.904 -251.418 1504.932 -251.489 1408.209 -167.571 1359.759 -83.842 1408.182 -83.771 1504.904 0.000 0.000 2 1.441 2.000 0.402 1.000 0.402 1.000 112 0 False 3 3.600 0 96.566 0 304100 304100 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_3 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 5 0 FM 842.300 2.370 0 6 842.300 -94.400 926.100 -46.000 926.100 50.700 842.300 99.200 758.500 50.700 758.500 -46.000 842.300 -94.400 1 4.090 5.000 1.260 2.000 1.268 2.000 8 0 True 3 3.600 0 0.161 0 305000 305000 2 1 1 PP0(CE-)L3/C01_FO_1_1 PP0(CE-)L3/C01_FO_2_2 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 5 1 FI 758.480 147.550 3 6 758.500 50.700 842.300 99.200 842.300 195.900 758.500 244.400 674.700 195.900 674.700 99.200 758.500 50.700 1 4.711 5.000 1.688 2.000 1.723 2.000 1 0 True 6 7.200 0 11.008 1 305010 305011 5 2 2 PP0(CE-)L3/C01_FO_1_3 PP0(CE-)L3/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 5 2 FI 674.660 292.730 3 6 674.700 195.900 758.500 244.400 758.500 341.200 674.700 389.500 590.800 341.200 590.800 244.400 674.700 195.900 1 4.998 6.000 1.798 2.000 1.850 2.000 3 0 True 6 7.200 0 23.456 1 305020 305021 3 1 1 PP0(CE-)L3/C01_FO_1_1 PP0(CE-)L3/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 5 3 FI 590.840 437.900 3 6 590.800 341.200 674.700 389.500 674.700 486.300 590.800 534.700 507.000 486.300 507.000 389.500 590.800 341.200 1 5.018 6.000 1.797 2.000 1.850 2.000 3 0 False 6 7.200 0 36.544 1 305030 305031 3 1 1 PP0(CE-)L3/C01_FO_1_1 PP0(CE-)L3/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 5 4 FI 507.020 583.090 4 6 507.000 486.300 590.800 534.700 590.800 631.500 507.000 679.900 423.200 631.500 423.200 534.700 507.000 486.300 1 4.708 5.000 1.688 2.000 1.723 2.000 2 0 True 6 7.200 0 48.992 1 305040 305041 4 2 2 PP0(CE-)L3/C01_FO_1_3 PP0(CE-)L3/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3 5 5 FM 419.098 730.638 1 6 502.903 682.253 502.887 779.026 419.143 827.376 335.240 779.053 335.343 682.230 419.087 633.880 502.903 682.253 2 4.090 5.000 1.260 2.000 1.268 2.000 108 0 True 3 3.600 0 60.161 0 305050 305050 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 5 6 FM 335.278 875.818 1 6 419.143 827.376 419.040 924.199 335.296 972.549 251.393 924.226 251.496 827.403 335.240 779.053 419.143 827.376 2 3.725 4.000 1.062 2.000 1.056 2.000 107 0 False 3 3.600 0 69.052 0 305060 305060 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 5 7 FO 251.453 1020.990 1 6 335.296 972.549 335.243 1069.459 251.412 1117.859 167.633 1069.349 167.562 972.626 251.393 924.226 335.296 972.549 2 3.268 4.000 0.899 1.000 0.871 1.000 106 0 True 3 3.600 0 76.164 0 305070 305070 2 1 1 PP0(CE-)L3/C02_FO_1_1 PP0(CE-)L3/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 5 8 FO 167.647 1166.174 1 6 251.412 1117.859 251.483 1214.582 167.652 1262.982 83.836 1214.609 83.802 1117.749 167.633 1069.349 251.412 1117.859 2 2.729 3.000 0.754 1.000 0.729 1.000 109 0 True 3 3.600 0 81.819 0 305080 305080 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 5 9 FO 83.819 1311.359 1 6 167.652 1262.982 167.636 1359.754 83.805 1408.154 -0.011 1359.782 0.005 1263.009 83.836 1214.609 167.652 1262.982 2 2.253 3.000 0.608 1.000 0.592 1.000 110 1 False 3 3.600 0 86.343 0 305090 305090 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 5 10 dOeR -0.000 1456.539 1 5 83.805 1408.154 83.884 1456.491 -83.813 1456.431 -83.842 1408.182 -0.011 1359.782 83.805 1408.154 0.000 0.000 2 1.192 2.000 0.241 1.000 0.241 1.000 110 1 False 2 2.400 0 90.000 0 305100 305100 2 1 1 PP0(CE-)L3/C02_FO_1_2 PP0(CE-)L3/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_8 DAQ_1_5
3 6 0 FO 1009.930 2.370 0 6 1009.900 -94.400 1093.800 -46.000 1093.800 50.700 1009.900 99.200 926.100 50.700 926.100 -46.000 1009.900 -94.400 1 3.451 4.000 0.952 1.000 0.924 1.000 8 1 False 3 3.600 0 0.134 0 306000 306000 2 1 1 PP0(CE-)L3/C01_FO_1_1 PP0(CE-)L3/C01_FO_2_2 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 6 1 FM 926.120 147.550 0 6 926.100 50.700 1009.900 99.200 1009.900 195.900 926.100 244.400 842.300 195.900 842.300 99.200 926.100 50.700 1 3.725 4.000 1.062 2.000 1.056 2.000 7 0 False 3 3.600 0 9.052 0 306010 306010 2 1 1 PP0(CE-)L3/C01_FO_1_1 PP0(CE-)L3/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
3 6 2 FM 842.300 292.730 0 6 842.300 195.900 926.100 244.400 926.100 341.200 842.300 389.500 758.500 341.200 758.500 244.400 842.300 195.900 1 4.014 5.000 1.157 2.000 1.158 2.000 6 0 False 3 3.600 0 19.164 0 306020 306020 2 1 1 PP0(CE-)L3/C01_FO_1_1 PP0(CE-)L3/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_3 DAQ_1_2
